"betay" "Sigma_Nu" "Range_Nu" "sum_Ztrue" "sum_Zpred"
"1" 1.40071161314554 1.32214102481965 17.7460540873017 6994.11110154583 7477.09109470977
"2" 2.93037937813973 1.20830769468375 13.1735729865934 31357.3105495776 34911.3395168282
"3" 2.49576059287613 1.27776610260171 14.8177652982491 19196.0310213077 18640.0271445537
"4" 1.97656081477854 1.01671034201326 16.9115478292592 9682.86545128393 9556.59880280234
"5" 2.26002840287997 1.19984152697968 16.4758471118042 15491.1300792838 17049.9665594185
"6" 1.60717893768114 1.36356033101652 15.4791238984032 9783.37800544059 9358.1304774615
"7" 2.18147303153601 1.58688956286852 17.029846990006 10071.3531357841 12861.0720435313
"8" 1.53468172830595 0.892248371965633 31.8275839436847 5369.07517551186 5923.69863294712
"9" 2.4551043270147 1.20239303071532 14.0168627265135 13886.5161688517 14784.5401462716
"10" 1.67849710532144 0.792295372467891 9.31112340827721 5028.17170814865 5562.56301363033
"11" 2.1505296893142 1.01780072895466 12.2626210018162 9532.78894593596 10954.7895578818
"12" 1.8219914431886 0.833030216742757 9.27220868218769 7437.80863305994 7112.56973404872
"13" 1.82592985887738 1.20692295555798 15.2150989155958 8246.06939011669 8231.3684516595
"14" 2.38849938723179 0.984965990246308 16.5084282518724 15341.9511106876 15579.4114556174
"15" 2.56606386285883 1.12714562196022 10.8135781660757 22445.7060098744 20902.0603279738
"16" 2.44619485087328 1.17159851921324 17.285620236182 16852.9026041861 18162.5341841834
"17" 2.10750700066649 1.01863527844135 13.4776941299905 15497.3580078408 12361.6458714586
"18" 1.90632579975943 0.838219611347777 8.40931888875341 9400.63134799951 8338.12342539616
"19" 1.84323941993361 1.05149221772968 10.3937264625269 8887.60368769244 8262.1274029275
"20" 1.91381024288223 1.12510530444521 14.0355092683036 6071.38267514033 7098.61792478853
"21" 1.73692144477494 1.01613195620108 11.7954549782321 6701.61035257707 6857.88048231864
"22" 2.19509454768346 0.729379924126312 9.17486008488669 10803.2448429629 10548.7867443009
"23" 1.44661397654674 0.930491300953962 10.2092848280901 5760.53332238156 5924.09819404823
"24" 2.23894638985606 1.04693312576212 11.0138897176485 12973.3041373038 13151.8983507352
"25" 2.40989145180081 1.04203646616093 18.919577551274 16016.995644148 14131.5873930353
"26" 1.9048681291646 1.30847601888295 16.9280482223554 9419.99097917672 10576.8834947087
"27" 1.02422255691167 1.02586671489628 14.0394280639901 6860.75988217237 4118.77039066396
"28" 1.76689375362522 0.825335023079406 8.38743051180492 9284.18331001295 6804.82260066967
"29" 1.73288287772835 1.35627653425251 17.9112249779332 10464.0330076763 9976.21602506633
"30" 1.8954488807451 0.730553023988337 8.36463117907842 7432.01186109058 7270.2230390694
"31" 1.68140226400938 1.01075823918426 17.6478980426254 6947.28181064188 7103.25286265678
"32" 1.9997252777275 1.06388047809765 15.1409352703795 9314.83610993154 9181.60878334983
"33" 2.05366251678842 0.927209096512337 9.2976691422499 8419.89880819383 8380.27531356478
"34" 2.21567151389483 1.0540244335762 10.6108366974553 11734.7536587364 12600.1496334486
"35" 2.27606394079237 0.891363962594548 17.396493763187 10886.2991674055 11150.3535111079
"36" 2.61678288558189 0.80288198520513 8.68637910285084 21580.6794663036 17066.3250569121
"37" 1.79519470497267 1.36164885931825 17.0126388332419 10322.9054066656 9169.43394398573
"38" 2.2561944330932 0.912156408184327 12.211693272035 13064.624807052 11871.5652954552
"39" 1.9921433797424 1.10279674057972 13.3968674506894 11903.3217747052 11290.1282483162
"40" 1.63247877370935 1.24970975495752 15.1967020700825 10024.6943444861 7464.76140546766
"41" 1.90660158435876 0.764789930165295 9.00230063474644 7054.45323966056 7756.23776600222
"42" 1.79600214589666 1.32636357961716 13.5029529828361 12711.0939349773 10384.3267869057
"43" 1.82346116414613 1.07764596922776 7.38373297682481 6800.77944545614 7921.4208146421
"44" 2.37617680434761 1.66588144555575 14.2944163226367 16586.3576699087 18069.3510162967
"45" 2.52428540589308 1.00267480953069 13.6479139847712 23065.6958751752 17975.7985910699
"46" 2.22940761694862 1.1392446785172 10.9092845508259 13276.2773884193 11621.7077352054
"47" 2.00555665258253 1.19151506265059 9.94385629544563 10766.8465624427 10986.1823030967
"48" 1.85028753411305 0.885909521498297 7.80084033980225 8005.85959950938 7738.07654557368
"49" 1.98054927620201 1.09997504619912 12.15096231855 9651.01526115374 10776.927919604
"50" 2.18485500838436 0.880017802526542 15.5054257204881 9193.4727066889 10153.0664855503
"51" 2.48949120054134 1.37887100000058 15.6040815052367 16403.9975827122 19178.848407934
"52" 2.73109625612543 0.780673695273587 16.4821794674022 15448.1338499104 15833.8411578525
"53" 1.88421950858383 0.984594313657247 9.17923599105167 7473.06556531149 8755.33690098588
"54" 2.48830891209821 0.915480583283659 9.3461077004775 10095.7811575182 12569.4270776655
"55" 1.64937112606536 1.06951985002548 18.3893414391279 8150.70756747459 8369.64339057278
"56" 2.49128809610122 1.22767266987475 22.8980430854877 13123.4077406361 15170.7380217569
