"betay" "Sigma_Nu" "Range_Nu" "sum_Ztrue" "sum_Zpred"
"57" 2.13702720222943 1.54528672627991 15.870472741732 10520.5268418181 12454.2982624192
"58" 2.45861090927275 1.25486233142361 13.7636408942702 15019.2439946224 16062.3305407974
"59" 1.51291462570253 1.06817305475297 15.0797780598465 6474.03324987915 6149.05815356602
"60" 2.2845363177561 0.792630365454556 13.892918994207 11602.500930564 11436.5575151825
"61" 2.11598190365811 1.69821488903469 17.5625970401706 9352.21070663638 11324.0831770638
"62" 2.40517598917917 1.54522382182518 20.6599229230707 10891.5569055679 13426.49235564
"63" 1.89779285293744 0.882699799151754 15.0912347700298 7096.86526032791 7749.41533099449
"64" 2.20051927691905 0.734099606001548 11.7792301715685 10268.5344590028 9727.83571488802
"65" 2.32240327158713 1.13032697454014 7.49413254916107 10997.0304109859 14022.1817691494
"66" 1.76453084147683 1.03525805177725 9.25670263290373 8371.510268314 8336.90864076425
"67" 1.99749865924283 0.567549714058267 5.45453484624744 7644.41795348906 7616.07790348494
"68" 1.92571431614929 1.17272314190472 13.995738331306 8442.98444747675 9274.96818415084
"69" 1.67301098453657 1.24405396641349 11.1578111345967 8086.65516827176 7815.7899703083
"70" 2.33735873654886 1.08960626553655 10.3782774078221 11702.1949359522 11782.4842026135
"71" 2.63727269123354 0.93278844719002 10.0917914356013 17225.0190411704 15866.193901599
"72" 1.88976366934485 1.10118456057052 15.4722581992682 8570.84350783925 8461.49400571233
"73" 2.11540686077358 0.978911702662164 14.2681632896323 12015.5205820136 11478.6970716047
"74" 2.11526431808514 1.07307981163778 20.2894860136384 12038.503278791 13382.1764197159
"75" 1.56177948737591 0.92616608226007 21.4939273221054 6413.9039728135 6179.0634872373
"76" 1.66838213196603 1.13828948570847 11.5519675526551 6900.86188777079 6939.29064437761
"77" 2.46182544829407 1.18069421140552 11.8560978416571 15611.6895580354 16853.1111418672
"78" 2.13975809858811 1.4556783013199 16.1068875481765 13169.461300238 13479.5088830196
"79" 2.02568172977026 0.952376297378737 10.9252458590899 8804.07287492146 9555.36433307811
"80" 1.40651622534693 0.922323920908685 12.5871328890516 6774.61752048466 5295.01822559178
"81" 1.88357017038577 0.746409703460777 7.26494333040822 8537.8252322554 7834.39059032709
"82" 2.40594594018359 0.96109230819877 12.0313858761585 11350.3127908831 11929.5236891042
"83" 1.98165545018793 1.35177718287563 14.6472130447102 10615.3866102875 10456.4050878812
"84" 1.9587917446181 0.899710064462814 12.9528423128329 8026.48571284273 8882.60350089873
"85" 1.78715852324706 0.98852748355818 11.075071921288 7638.91152642379 7233.12422512451
"86" 2.12405777937592 1.81483121283775 16.5459160132557 16579.999653688 19909.0750980746
"87" 2.10304466889327 0.781329829100087 9.326427797123 9572.05242486329 9825.69266521284
"88" 2.23450560230793 1.07532417639512 10.2326919042703 13412.0517204565 12404.8633532423
"89" 2.26161062711056 1.43875309996334 28.5477599816063 15054.1066587499 15339.2918063881
"90" 2.47830531945194 1.16678739662431 22.7492975663694 12174.9205366319 16385.1103116398
"91" 2.21101912805091 0.845545405084247 11.2078479231562 9873.70608654802 10170.043161626
"92" 2.25687603259669 0.685274946787336 9.93131377362972 10610.7853492548 10462.5176254916
"93" 2.0639535504882 0.956060837404993 13.349300443376 7786.22984816127 8966.3508169213
"94" 1.61810057796685 1.17483903332284 12.4099711455114 9993.3475856479 8818.20031705185
"95" 1.98957147097939 0.719216460318781 9.90320292548888 8770.51737959257 7952.51180404911
"96" 1.7096117166144 1.23014860243542 18.967705407386 6895.53146284211 8587.03243970285
"97" 1.94047376028489 0.942842071811067 10.0910240542465 8774.37929369877 8459.96821525186
"98" 1.70904883136861 1.02227037710353 19.3403691760398 6689.22421999594 6813.10386720471
"99" 1.61815383554038 1.12775267033377 15.4578493741189 8804.01694692066 7530.7959026684
"100" 2.08081416129947 0.484932139341212 8.81295302377349 7135.51208659054 8126.68587571902
