"b.b.0.fix_b" "sum_Ztrue.b.0.fix_b" "sum_Zpred.b.0.fix_b" "b.b.1.fix_b" "sum_Ztrue.b.1.fix_b" "sum_Zpred.b.1.fix_b" "b.b.5.fix_b" "sum_Ztrue.b.5.fix_b" "sum_Zpred.b.5.fix_b" "b.b.0.est_b" "sum_Ztrue.b.0.est_b" "sum_Zpred.b.0.est_b" "b.b.1.est_b" "sum_Ztrue.b.1.est_b" "sum_Zpred.b.1.est_b" "b.b.5.est_b" "sum_Ztrue.b.5.est_b" "sum_Zpred.b.5.est_b"
"12" 0 6478 5892.92361217474 0 6478 7640.97587235381 0 6478 15598.6607413951 0.509864963952231 6478 5260.78471404272 1.12314908868023 6478 5733.02539563109 5.98356341294071 6478 12072.6038270173
"13" 0 9113 9782.66857122707 0 9113 11119.6696572472 0 9113 19219.6343342993 0.106000726695877 9113 9424.87868094976 0.883546419034292 9113 7974.45744235849 4.82053779747385 9113 13495.0042287569
"14" 0 8402 8891.07068177999 0 8402 12162.4933305141 0 8402 22098.8119220249 -0.0747065675105539 8402 9165.30696641933 0.805396818904037 8402 8385.45676948991 2.16462190349252 8402 11912.7764725373
"15" 0 9655 9350.26154045221 0 9655 12418.607409264 0 9655 27471.2497949445 0.663920420516602 9655 7975.8888195966 1.59491280091415 9655 9044.46783924456 4.184421277188 9655 16830.3980844289
"16" 0 8262 7747.21988718268 0 8262 10609.6984163193 0 8262 28202.0482858835 -0.0988148206513112 8262 8069.82357381998 1.26199645648807 8262 7272.41850713495 2.52719972418637 8262 14805.0078333043
"17" 0 3422 3979.52292428856 0 3422 5816.33493786948 0 3422 6977.73309106649 -1.66485332264402 3422 4341.07453964771 2.80262827393016 3422 4640.27546115455 4.518643539299 3422 4591.56174330004
"18" 0 6256 8112.95932324511 0 6256 8512.73052604147 0 6256 17757.1930013655 -0.157708800365311 6256 8753.09890619071 0.560956554710101 6256 7146.46147132159 2.59693168037185 6256 9245.47879912525
"19" 0 5774 6400.97843159418 0 5774 7268.87965776251 0 5774 10222.0689330852 -0.31667290669651 5774 6701.35603096021 -1.10896770908275 5774 8819.80193891389 2.02718921817126 5774 7128.60626734698
"20" 0 3277 2120.28926737406 0 3277 4409.94541337617 0 3277 9547.27132737038 -1.42001122367967 3277 3227.85606412988 -0.769554738263227 3277 5453.33095088618 2.48105791437302 3277 7479.83511389358
"21" 0 5415 7401.41346960885 0 5415 8536.38952755479 0 5415 20510.5289548064 0.520349039595878 5415 6016.29181394796 0.98296355807445 5415 5897.64718529848 2.323826020107 5415 7315.59559520965
"22" 0 6072 4617.82568403766 0 6072 11190.7195487532 0 6072 22574.2204816078 -0.715161616547639 6072 8383.75686410294 1.27135572918249 6072 6300.64340212661 3.73345833110577 6072 11662.1280401244
"23" 0 8913 8943.59327018178 0 8913 11286.2064011608 0 8913 26000.5189495842 0.0802469091529635 8913 8714.35225801526 0.271623692082282 8913 10036.2004802331 2.32248593021981 8913 12479.5083049282
"24" 0 6166 7495.17260145966 0 6166 10010.9067855505 0 6166 18703.7679504429 0.113920988879921 6166 7123.51039001713 2.10830428687131 6166 6232.98979692863 6.75814932863069 6166 13204.5890532997
"25" 0 7484 5197.91817587752 0 7484 8506.95007092059 0 7484 21796.0927856793 -0.260723022963631 7484 6313.29357747542 0.15566096942118 7484 7714.0215825773 2.38434365440918 7484 11151.8011439165
"26" 0 8000 10833.6854397895 0 8000 12220.3923253553 0 8000 22463.5250174131 -0.0597510496269557 8000 11149.6050819389 0.860803205060087 8000 9491.89248133102 2.66740858228515 8000 14966.1407881265
"27" 0 11252 12822.6410201147 0 11252 15489.6909369917 0 11252 34983.0134168541 1.14511487448953 11252 9210.82869372585 1.99299015037668 11252 10402.9525571866 4.16573838008011 11252 17910.6533169383
"28" 0 5450 5454.2720446482 0 5450 6599.57883794544 0 5450 19684.106356954 0.290002088229403 5450 4655.83383545814 0.710101813637108 5450 4901.84574225345 3.47307410283804 5450 8456.44120818524
"29" 0 3616 3324.85593659822 0 3616 5042.74357299918 0 3616 8338.19760824506 0.580524893543604 3616 2657.75793660405 0.583015008725082 3616 3714.38896736573 2.29272117152026 3616 4466.06152961898
"30" 0 7378 4884.51524121239 0 7378 8801.79778184597 0 7378 19608.7672216642 -1.09721645629741 7378 6112.62137680863 0.275955160379185 7378 8210.35631650964 2.81771833732328 7378 11808.778768008
"31" 0 3433 2914.25648966629 0 3433 6437.9988375559 0 3433 14409.0937154753 -0.995348876172572 3433 4263.07484171185 -0.123204630214701 3433 7031.9182616833 5.28057187091744 3433 9969.98404143799
"32" 0 4307 5203.64880558678 0 4307 6927.96525774168 0 4307 14177.5493025563 1.38301044924842 4307 3529.41760047848 0.498393535819488 4307 6173.32646689433 2.94534900013272 4307 8943.87164839886
"33" 0 6892 7088.61927284761 0 6892 6765.09312807296 0 6892 13757.2585402768 -0.706058702684255 6892 9339.75136037475 0.668852965055289 6892 5674.40482409951 1.40535546527441 6892 9999.41008834761
"34" 0 7519 7580.67318500116 0 7519 9299.76015416952 0 7519 20414.387423343 0.116482090604722 7519 7238.4569008466 1.18052412718497 7519 5899.43378117882 2.87479006189952 7519 13511.7459721551
"35" 0 11126 14014.7793981069 0 11126 15267.6040786224 0 11126 30032.7198480762 -1.10688691233816 11126 18511.6860800233 0.492539351080386 11126 13978.8742998339 6.57967780713723 11126 19677.8182834401
"36" 0 7658 5293.42361289445 0 7658 9697.31980772471 0 7658 17155.5623355914 -0.489101838765524 7658 6792.24190181757 0.238464268512181 7658 8803.99575350087 2.02046054093238 7658 9196.1902365118
"37" 0 10027 10701.6329901695 0 10027 12407.1222688568 0 10027 19343.9636806967 -0.809059353501661 10027 13235.0317160132 0.513874458135174 10027 11144.790322176 2.99168185980174 10027 13759.8560175735
"38" 0 5065 3604.80640963962 0 5065 6619.83350537823 0 5065 9665.65294530014 -0.25472335653968 5065 3960.32191930409 0.155793646744521 5065 6061.91568637312 1.85373769587889 5065 4783.24650951252
"39" 0 4387 4994.45163572862 0 4387 6229.31284783096 0 4387 11889.7741584874 -0.551729319232396 4387 6722.23278089387 1.2227093696908 4387 3649.93047431078 4.57182413906833 4387 7704.17022251606
"40" 0 8697 9538.61905899404 0 8697 11978.8925763531 0 8697 28797.4009143048 -0.619691995372824 8697 13061.8003572037 0.252430744251693 8697 10878.8533006973 3.17747442250815 8697 16834.3235305867
"41" 0 11016 8252.44173758453 0 11016 14302.972124826 0 11016 46019.8739227143 0.426807149884764 11016 6891.75741569748 0.971768778773815 11016 9865.32719327291 2.97613957629975 11016 20695.7086820618
"42" 0 8490 8271.7257366354 0 8490 11800.1982557636 0 8490 20030.0818549612 -0.156695156195989 8490 9054.4358033715 0.560992696727604 8490 9778.12326752204 2.20813261821873 8490 11858.3120648796
"43" 0 3485 3334.62911758086 0 3485 5122.07560517814 0 3485 6599.51464704702 0.233393158195498 3485 2811.24184719734 1.40251801872331 3485 3740.80749093153 2.74378776757264 3485 3860.77194981595
"44" 0 4465 5203.83162035458 0 4465 9140.16667373037 0 4465 12615.3152204687 -0.097510472571411 4465 5457.36856119179 0.759776629103915 4465 6224.58685740641 2.53439908065988 4465 5314.53994867808
"45" 0 9246 6821.84432791847 0 9246 9283.59772734992 0 9246 17407.0839490706 0.0185518341513666 9246 6782.31531860305 1.10953309573747 9246 7481.31225489953 2.67967831408036 9246 10582.5236878275
"46" 0 6427 6554.80676136152 0 6427 10105.0929198128 0 6427 19898.6782089312 0.720937472494688 6427 5384.06190286408 1.14628973558615 6427 6371.42641496772 3.45131836821834 6427 10258.9280563858
"47" 0 4122 3833.3201254965 0 4122 4438.08069315832 0 4122 9555.94913819465 0.960790748265137 4122 2895.71905164942 1.27982063871982 4122 3041.04602765296 1.99750068890495 4122 6807.32835028641
"48" 0 5454 5792.10385681582 0 5454 8227.08001831898 0 5454 14898.5132209478 -0.897084662122241 5454 9426.50837965982 1.40367792842205 5454 5634.53409430458 3.04839228271102 5454 7282.50331394701
"49" 0 7049 8461.74468205631 0 7049 9831.90491486424 0 7049 19994.9656405189 -0.190279001474985 7049 9246.23873673634 0.535555364248712 7049 7747.94210811738 2.93641252310206 7049 10626.5874413613
"50" 0 3058 2207.81902841231 0 3058 4081.59029890614 0 3058 9900.4362825999 0.193789238153091 3058 1962.15597410856 0.89274329710019 3058 2684.38744777677 3.00157393062291 3058 4048.00383922762
"51" 0 12728 9134.16384777086 0 12728 18890.9660171544 0 12728 35453.8146993935 0.388557702866062 12728 7592.80577015066 0.958219014963977 12728 13357.1180357376 3.24591846518598 12728 17637.5859423657
"52" 0 8229 8908.8342965769 0 8229 11351.3355507341 0 8229 23751.8234525709 0.787600101612966 8229 6110.58743301467 1.36499739588732 8229 7237.48353693992 2.85852906893504 8229 12531.6513821644
"53" 0 17998 14490.5490164603 0 17998 17720.27442083 0 17998 33448.3498566012 -1.3217433740034 17998 17209.401807284 0.167411584816415 17998 17157.651834086 2.54490020531545 17998 21830.3578677185
"54" 0 6410 5627.30996396379 0 6410 8282.16006281434 0 6410 15565.4362043583 -0.08628408788209 6410 5852.91183295319 -0.0247639084906587 6410 8329.26273838766 1.99112620301847 6410 11454.4126064144
"55" 0 10563 10563.5476791708 0 10563 12961.6695679548 0 10563 20126.7646774927 0.0642714575414648 10563 10255.2614222936 0.362345030185321 10563 12065.0268424753 2.42219674716383 10563 13590.4263139676
"56" 0 16416 10880.610596451 0 16416 18938.7529679629 0 16416 51797.0459106035 -0.462721540933248 16416 14244.843111163 0.78045114855332 16416 14649.272621944 3.13760213555125 16416 31094.3621773584
"57" 0 10209 12063.9260843753 0 10209 15856.8987666832 0 10209 22942.3667751404 -1.04517666635065 10209 16942.049808251 -0.287117733505322 10209 17755.897883688 2.37218474929201 10209 16115.1759434891
"58" 0 7091 10050.1693634726 0 7091 11842.6921994411 0 7091 28336.0915198986 -0.340796809587119 7091 13195.8511647926 1.1889669410477 7091 7183.6561692248 2.25100995312118 7091 16188.4132983832
"59" 0 20681 14227.0475237193 0 20681 32667.5981459696 0 20681 56562.757900417 0.106749287605179 20681 13198.7759841073 0.92951308400719 20681 22865.6636116659 2.14914962420941 20681 36571.4902379779
"60" 0 7096 6727.57189748857 0 7096 13102.956624817 0 7096 26561.9107886372 0.0707396488594688 7096 6496.53178038486 0.967200572668089 7096 6155.00362817809 2.48927820930707 7096 11768.0799586321
"61" 0 5051 5596.91241003703 0 5051 6450.86192949274 0 5051 12172.8863274184 -0.514767916153026 5051 6711.03325133877 1.76871452252362 5051 4336.7756723651 2.64370896126282 5051 8295.58059423766
"62" 0 7314 8516.57457293709 0 7314 7627.51528600149 0 7314 18912.3202711822 0.0919411848206777 7314 8177.45492552932 1.10473053463147 7314 5551.32734738163 1.50651887804071 7314 10594.7829644058
"63" 0 7626 6245.95834258324 0 7626 11941.7374586078 0 7626 22145.7069494885 -0.671960594824517 7626 8520.72036200214 0.972110426814613 7626 8709.65797574104 3.15634071732696 7626 9602.11661851704
"64" 0 9340 6390.30763209545 0 9340 8554.92455302677 0 9340 21449.6393350392 -0.0916543507173542 9340 6562.86058987042 0.330838713149372 9340 7751.36361361967 2.18471794407715 9340 12789.5096599395
"65" 0 12379 13459.2343800655 0 12379 17040.5943400362 0 12379 28984.8202156877 -0.0833425025848844 12379 13955.7132790695 1.40005919844301 12379 10926.2743573086 2.90290777712692 12379 15172.9829556626
"66" 0 4737 4756.84036333888 0 4737 5765.15487068297 0 4737 11975.3538741281 -0.580403642261027 4737 5308.42694057362 1.76535493268215 4737 4188.23212748948 4.22498596192847 4737 6820.05560224606
"67" 0 6977 7210.68798771017 0 6977 9405.34513372807 0 6977 15664.1485709469 -0.863631613991097 6977 11677.1397102087 1.54088654234602 6977 6350.65351959369 3.26943940263093 6977 9492.37166185197
"68" 0 4865 5095.30458474965 0 4865 6765.44812441721 0 4865 14077.7746964119 -0.296433832160373 4865 6070.86134610276 1.31220962456018 4865 4867.27240631075 3.2474390277587 4865 7170.60390923955
"69" 0 7827 6870.11136795659 0 7827 12514.2147398011 0 7827 28417.0400132117 -0.961422290015052 7827 12969.1824235958 -0.0428293747221919 7827 12897.2399172266 1.88016357456699 7827 17165.1271967076
"70" 0 5541 5505.7176251206 0 5541 7779.44790431796 0 5541 14193.2218718099 -0.209716951467263 5541 6036.61281241415 1.07752673641793 5541 5968.80947813898 2.56865098642079 5541 8665.65688506034
"71" 0 8402 7753.61994047192 0 8402 10364.3145959151 0 8402 20272.7162834196 -0.201177678915894 8402 8408.91870704419 0.374973355488071 8402 9469.26082455738 3.14850929791543 8402 13870.6177998731
"72" 0 7828 6841.57138894393 0 7828 11111.8487112177 0 7828 15736.1040400712 -0.20594295157566 7828 7404.30754679934 2.52228040100941 7828 8547.43336492351 3.145896894702 7828 8153.12900031018
"73" 0 5869 6543.41627824609 0 5869 8338.96720746173 0 5869 16946.3092673566 -0.79582245136013 5869 10719.6771135381 0.226672458710064 5869 7566.70108356231 2.60015725693637 5869 9356.87536240318
"74" 0 8615 9380.95260150093 0 8615 13524.9037279138 0 8615 26779.7440381859 0.269949536963472 8615 8222.43175001915 1.1250317779194 8615 10720.2456804343 3.1927920513971 8615 16738.3804608508
"75" 0 4880 4534.73197804589 0 4880 5611.14838706134 0 4880 11878.6482242789 0.123326934547955 4880 4322.23597496548 1.12738310208298 4880 4220.53815974166 3.83243026892317 4880 6173.83361485898
"76" 0 10296 9735.95397223722 0 10296 13433.4059314341 0 10296 27498.0535677441 -0.0816031220784028 10296 10171.7823674287 1.15616396673957 10296 9003.53636735543 3.1781081806733 10296 18294.0547547049
"77" 0 4877 7273.1540027355 0 4877 12543.0511152998 0 4877 21775.202088353 -0.856147206706751 4877 15214.6713687489 0.136680933513519 4877 11326.8350373121 3.08831947639568 4877 9338.53260872357
"78" 0 6764 5164.39462375199 0 6764 11239.238181667 0 6764 22796.7697912827 -0.210013391088657 6764 6074.35089752412 0.728721836003066 6764 6790.43132626419 2.03671134694123 6764 10885.5865295512
"79" 0 10138 8200.08598569382 0 10138 10004.1061991094 0 10138 20419.1200097078 -0.584586539223799 10138 10378.5507387137 0.977491908557851 10138 7979.05106882964 2.76902523617892 10138 15438.496770958
"80" 0 11694 13172.1054571408 0 11694 15083.7342138506 0 11694 31800.4159449375 -0.405663267620795 11694 16460.2913314691 1.32419019192314 11694 10636.1981581874 3.26816099676219 11694 16682.117779016
"81" 0 6614 6188.58062136439 0 6614 8903.78430279759 0 6614 13910.6038559537 0.346775989007127 6614 5862.58681918737 0.417348680152464 6614 8090.53054847859 2.59368492479476 6614 8487.95194149915
"82" 0 7350 6856.89692389743 0 7350 8751.53942584581 0 7350 18909.3057209274 -0.614328726905806 7350 8415.46758811619 0.063706119757804 7350 8558.43011875791 3.01206512726048 7350 10725.9139359435
"83" 0 6319 5736.49182932483 0 6319 8731.72320137023 0 6319 11344.6075905648 -0.514146200233444 6319 6190.45061321558 -1.31754227248133 6319 12382.8915559363 2.67910194986913 6319 7238.0740425897
"84" 0 5457 5623.74353103572 0 5457 6334.20424614189 0 5457 9363.12267265946 -0.42508767382894 5457 7208.24092212292 -0.148380603574662 5457 6597.31913799252 3.06093273530023 5457 6890.36555972228
"85" 0 13705 12408.0382637834 0 13705 21925.1081244254 0 13705 49274.4317513665 -0.00640412875094997 13705 12445.1478290857 1.06036072293237 13705 15769.8172815276 4.19255639200249 13705 26772.1739483944
"86" 0 10942 9980.31280640542 0 10942 13963.1565488501 0 10942 29400.9920444242 0.132995442109951 10942 9115.75247548858 0.746701214204798 10942 8761.62454865927 1.71583520309267 10942 16917.1967041303
"87" 0 7591 7447.9027198723 0 7591 9124.10919294745 0 7591 14812.3187566398 0.111437162687679 7591 7098.52485445348 0.624352710921591 7591 7298.63105970166 2.03827327539239 7591 9841.17699413325
"88" 0 8772 8865.00229562203 0 8772 10583.599174644 0 8772 21002.8054165614 -0.714534615707309 8772 11755.3349479097 1.66178604094934 8772 6926.39172889767 3.06096302622254 8772 11296.7942749903
"89" 0 8411 8648.9668909143 0 8411 13138.4956426844 0 8411 23074.904708687 0.175948542882923 8411 7958.82856365418 1.03436836726751 8411 8491.70455462959 3.69212383472085 8411 10804.940200035
"90" 0 7816 6922.8022633868 0 7816 9964.01356046712 0 7816 23680.6194202712 0.19522788310895 7816 6295.69629656137 1.5113038517606 7816 5546.80290094075 3.0863368763133 7816 12604.4248657795
"91" 0 10652 8169.68784457581 0 10652 14369.7642469187 0 10652 26436.7698659344 0.460223348409931 10652 6492.43152325612 -0.61983069739204 10652 16934.9524857917 2.04342695157668 10652 21221.716652246
"92" 0 6320 5627.67617842975 0 6320 11778.2922180957 0 6320 22054.838209485 -0.542856478478678 6320 6858.0985490477 1.17073244147721 6320 6821.99056038233 5.15662539339045 6320 12863.3381574839
"93" 0 13910 12812.0991627847 0 13910 15301.2695358654 0 13910 22075.0747000147 -0.818221500383516 13910 20990.676416178 1.0243053859304 13910 11792.7014009312 1.89889033454631 13910 12915.4007693222
"94" 0 6381 6464.02252033231 0 6381 13503.6960257191 0 6381 22248.3460736589 0.230322456903166 6381 6025.54284050615 2.24006560167971 6381 8248.68620186512 2.75107672461666 6381 16718.4562756368
"95" 0 17815 12531.1466963937 0 17815 25623.7829490006 0 17815 46045.2434822328 0.624847438131806 17815 8729.36219871037 0.99467771654247 17815 19860.7023837339 2.69429075507793 17815 24846.5267157988
"96" 0 8364 10299.3595490097 0 8364 11177.024485015 0 8364 26801.038332945 0.0584744273787526 8364 9925.91052608911 1.08674218395617 8364 6136.18710462716 4.77919710617252 8364 16841.5770969933
"97" 0 4664 4981.94731708465 0 4664 5462.05436012582 0 4664 10258.6518235036 -0.362168026747158 4664 5742.45673153198 0.789081202082327 4664 3613.76687927803 2.26147288560236 4664 5403.71344535248
"98" 0 10579 10832.2138184825 0 10579 15796.4791117803 0 10579 34767.2130845154 0.120238490433225 10579 10121.7078970565 0.980588676105161 10579 12385.2248999563 3.51651319516675 10579 16380.1851227382
"99" 0 14248 7717.15961054236 0 14248 18445.6200232259 0 14248 38963.3578336842 0.0338701529716438 14248 7539.50286138286 0.968260709614832 14248 13640.0940250854 1.93928130133188 14248 23339.4095000037
"100" 0 8434 8951.50711578359 0 8434 11918.1188397014 0 8434 23814.8287678909 0.81541758895642 8434 6488.87036524581 1.33828915700514 8434 8804.07441824362 2.82347267103418 8434 10413.6066208973
"101" 0 3958 5233.01260523505 0 3958 6544.66692749586 0 3958 11188.567213031 -0.665314620979437 3958 7626.06750755374 1.01176775778885 3958 4394.73684188806 2.29367360894026 3958 6006.21558798805
"102" 0 4096 5305.08498266292 0 4096 5921.82510151908 0 4096 10080.1594619671 0.0889147517294537 4096 5141.10926595879 1.03104818677742 4096 4153.89877748009 2.85146816394061 4096 5536.92721060607
"103" 0 10255 12662.9680100518 0 10255 22036.4569895374 0 10255 40208.9968449587 0.135126023704062 10255 11756.9628616463 0.942906212004326 10255 15029.4676953632 3.78704649639613 10255 21350.3904676777
"104" 0 3777 3831.98558144782 0 3777 4986.9122902085 0 3777 7572.22712085627 0.30634642907929 3777 3456.09304947217 0.54461083191843 3777 4328.38780490631 3.4450497685243 3777 4441.40772165359
"105" 0 10097 10382.7902516207 0 10097 16483.5809849242 0 10097 37383.1375953518 0.180460054305457 10097 9465.12813750349 1.32042592411101 10097 10043.3265369639 3.37578992670319 10097 17153.9269053509
"106" 0 7779 9524.86656373202 0 7779 10873.0066915853 0 7779 17478.3149878361 0.335138368684604 7779 7900.12280189109 0.980057061659178 7779 8179.14190318314 3.27890724775015 7779 12385.1036416056
"107" 0 6428 6745.21999782073 0 6428 7238.87364768516 0 6428 16829.9349809328 -0.371009059996499 6428 8143.32662783455 0.706536402951701 6428 5787.71161683297 2.34549897303792 6428 9086.23700081
"108" 0 4197 4930.69511453427 0 4197 7793.66613183278 0 4197 12267.7462801686 -0.0599623990202374 4197 5240.09276616633 1.39866232966072 4197 4178.57988914803 1.95099518195719 4197 8189.48003226128
"109" 0 6093 5989.70990349222 0 6093 8572.7054851257 0 6093 14102.7429979523 -0.614430139379185 6093 7555.87299267485 0.437201375416147 6093 7403.25166374594 2.45572862234294 6093 6718.34989594845
"110" 0 5231 5338.34455073807 0 5231 7812.52478799933 0 5231 12031.5005240157 0.404184160870391 5231 4626.30693647277 1.65662776395946 5231 4970.7832061713 3.85035487116905 5231 7067.92253437507
"111" 0 9582 11343.3244540691 0 9582 17654.9749388679 0 9582 24544.3310427589 -0.298919516021431 9582 13673.0552216924 1.44913192817271 9582 7736.51467715468 3.10482393713662 9582 12301.4255224044
"112" 0 7586 4172.6491168929 0 7586 12469.885824231 0 7586 27615.6554661131 -0.184201418599255 7586 4757.15870014233 0.42726662278021 7586 10083.5837608829 4.08795951976699 7586 14593.5456582866
"113" 0 5472 4594.36173861649 0 5472 7182.63955787329 0 5472 15106.7888761995 -1.0290896488497 5472 8043.36006597565 0.606050531654295 5472 5745.92432704914 3.00741642209949 5472 6725.57931801083
"114" 0 17336 8270.63232839552 0 17336 23402.60431112 0 17336 49057.9663663425 -0.128980375996387 17336 8568.68269437499 0.853288836910301 17336 16212.6307824938 2.08169613388418 17336 23205.8537542921
"115" 0 15402 11558.5054959771 0 15402 20207.7933272371 0 15402 36920.9767155846 0.665028783857876 15402 9920.24708643083 0.922393607944605 15402 16023.199381129 2.95260847816599 15402 27786.8222439287
"116" 0 6207 5903.90014370267 0 6207 10346.3973311079 0 6207 14657.8718170606 0.0933851181455965 6207 5685.52419567302 -1.48776805245668 6207 13284.3316372251 2.52374986926567 6207 9757.76422071465
"117" 0 8697 9248.73140373944 0 8697 12160.6680623334 0 8697 21043.0343271379 0.142179890051569 8697 8826.7766012054 1.81607450804521 8697 8549.25570663109 5.63677316708469 8697 14983.6572335361
"118" 0 8021 6557.25610502503 0 8021 10463.0165398733 0 8021 28299.288915147 -0.285570891733844 8021 7367.51376993411 0.288410883406343 8021 9565.60058127012 2.84131494148164 8021 12821.2950388444
"119" 0 8689 7068.6992567756 0 8689 16199.4085853115 0 8689 42529.1228185215 0.728595978638998 8689 4931.87501516759 1.16492660113152 8689 10590.1740479862 2.79068168308254 8689 17216.6836606377
"120" 0 8330 5980.5042087933 0 8330 12472.6272778063 0 8330 19899.7529536937 -1.6181865778024 8330 9464.20678235475 1.2774465145262 8330 8197.61562442879 3.90137690579112 8330 11990.695629428
"121" 0 8002 8629.82317868061 0 8002 12687.5605110409 0 8002 22683.3721592473 -0.699001739599166 8002 13514.8418968096 0.843569008328279 8002 8400.42107178956 2.40173580144714 8002 9938.76122615466
"122" 0 3584 2663.82735353987 0 3584 4626.15576694175 0 3584 8838.36589584608 0.423178352970501 3584 2495.27486744942 0.537160456656559 3584 4069.30687700324 2.09852168830725 3584 5630.12610183544
"123" 0 10052 8385.41095350969 0 10052 12305.7045573481 0 10052 21218.1211993055 -0.415623898566807 10052 9731.28312650683 -0.649762701851245 10052 15139.4467821886 3.03595585983092 10052 11985.2125078888
"124" 0 9121 12446.3916447044 0 9121 14434.127393604 0 9121 41922.5626463246 0.0890955892060403 9121 11919.7435137189 1.13208195443855 9121 9899.9348699858 3.14887062762845 9121 19768.0751069761
"125" 0 7049 8481.77207419178 0 7049 10543.6114989445 0 7049 19772.1472822581 0.92257314867951 7049 6436.79167319667 1.57924102364371 7049 6976.94831402827 2.31509840750909 7049 9119.57376258235
"126" 0 7713 9551.29068734854 0 7713 10159.8870015467 0 7713 15125.5880482346 -0.276049820197683 7713 11290.4716289987 0.377971387260999 7713 8991.7129927631 2.87866577726669 7713 9620.64678876301
"127" 0 4059 4310.29778495067 0 4059 5423.38679670066 0 4059 10969.1445360801 -0.511953580339298 4059 5297.49189830415 1.16935969872197 4059 3439.76999357434 3.98428198578388 4059 7193.58412309022
"128" 0 5976 6292.27971037538 0 5976 7807.37874825206 0 5976 14563.85159315 -0.504710533522914 5976 8044.34209198256 1.17691795265294 5976 5750.81313285621 2.19200309178284 5976 6092.80038979377
"129" 0 8928 7310.06540643732 0 8928 11081.7175320252 0 8928 19020.1493420185 -0.921643977148187 8928 9538.66213264689 0.306418458061471 8928 10191.9109135229 3.02821671357195 8928 12844.9340429931
"130" 0 7738 6197.25334700056 0 7738 10109.1735862825 0 7738 18991.4839490243 0.736347088114762 7738 4979.44269319528 1.66170593140791 7738 6613.09792420624 2.68536420650325 7738 14176.9414569073
"131" 0 5651 5531.9189426247 0 5651 8082.06185283209 0 5651 13005.0917975802 -0.204031032147422 5651 5898.74358353224 0.897478178316473 5651 6217.08317151581 2.51859423018364 5651 7758.15447237281
"132" 0 7191 5096.15965590509 0 7191 11143.6379767532 0 7191 20587.412092993 -0.137520575648567 7191 5698.73386036978 0.975605329794209 7191 8409.99189154827 2.52094454103682 7191 12201.9875689759
"133" 0 7880 6349.67731782907 0 7880 9102.61602777057 0 7880 21776.8647172028 -0.189469993039361 7880 7419.32289070493 1.31259684110392 7880 6102.49118448012 3.16929645972546 7880 10303.573821549
